id_gen	symbol	log2FC_GNCAt_vs_GNCAn	adj-p-value_GNCAt_vs_GNCAn	vias_reactome	BP	MF	CC
ENSG00000137801	THBS1	1.3650219791666889	7.12785173883586e-14	Defective B3GALTL causes PpS, Metabolism of proteins, Diseases of glycosylation, Generic Transcription Pathway, Transcriptional regulation by RUNX1, Hemostasis, Gene expression (Transcription), Signaling by PDGF, Non-integrin membrane-ECM interactions, RNA Polymerase II Transcription, RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function, Signaling by Receptor Tyrosine Kinases, O-glycosylation of TSR domain-containing proteins, O-linked glycosylation, Syndecan interactions, Signal Transduction, Platelet degranulation , Extracellular matrix organization, Diseases of metabolism, Disease, Integrin cell surface interactions, Post-translational protein modification, Platelet activation, signaling and aggregation, Diseases associated with O-glycosylation of proteins, Response to elevated platelet cytosolic Ca2+	positive regulation of transforming growth factor beta receptor signaling pathway, negative regulation of dendritic cell antigen processing and presentation, cellular response to heat, positive regulation of macrophage activation, response to xenobiotic stimulus, cellular response to growth factor stimulus, negative regulation of sprouting angiogenesis, negative regulation of plasminogen activation, positive regulation of chemotaxis, negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II, negative regulation of focal adhesion assembly, response to hypoxia, response to magnesium ion, negative regulation of cGMP-mediated signaling, sprouting angiogenesis, positive regulation of angiogenesis, response to mechanical stimulus, negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, response to glucose, negative regulation of cell population proliferation, positive regulation of transforming growth factor beta1 production, response to calcium ion, cellular response to tumor necrosis factor, negative regulation of cell migration involved in sprouting angiogenesis, positive regulation of extrinsic apoptotic signaling pathway via death domain receptors, apoptotic process, response to unfolded protein, response to testosterone, positive regulation of phosphorylation, peptide cross-linking, negative regulation of apoptotic process, cell adhesion, cell migration, response to progesterone, negative regulation of endothelial cell proliferation, positive regulation of MAP kinase activity, negative regulation of blood vessel endothelial cell migration, positive regulation of cell migration, response to endoplasmic reticulum stress, negative regulation of extrinsic apoptotic signaling pathway, positive regulation of reactive oxygen species metabolic process, chronic inflammatory response, negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis, engulfment of apoptotic cell, behavioral response to pain, positive regulation of protein kinase B signaling, immune response, negative regulation of fibrinolysis, positive regulation of fibroblast migration, positive regulation of macrophage chemotaxis, inflammatory response, negative regulation of fibroblast growth factor receptor signaling pathway, negative regulation of endothelial cell chemotaxis, positive regulation of endothelial cell apoptotic process, negative regulation of long-chain fatty acid import across plasma membrane, negative regulation of angiogenesis, positive regulation of blood coagulation, positive regulation of tumor necrosis factor production, positive regulation of translation, negative regulation of interleukin-12 production, positive regulation of blood vessel endothelial cell migration, negative regulation of endothelial cell migration, positive regulation of smooth muscle cell proliferation, negative regulation of nitric oxide mediated signal transduction, positive regulation of cell population proliferation, negative regulation of cell-matrix adhesion, positive regulation of endothelial cell migration	laminin binding, phosphatidylserine binding, integrin binding, fibronectin binding, fibroblast growth factor binding, collagen V binding, extracellular matrix structural constituent, endopeptidase inhibitor activity, heparin binding, protein homodimerization activity, protease binding, transforming growth factor beta binding, low-density lipoprotein particle binding, proteoglycan binding, calcium ion binding, protein binding, fibrinogen binding	secretory granule, collagen-containing extracellular matrix, extracellular exosome, sarcoplasmic reticulum, platelet alpha granule lumen, extracellular region, external side of plasma membrane, endoplasmic reticulum, fibrinogen complex, cell surface, endoplasmic reticulum lumen, extracellular matrix, platelet alpha granule, extracellular space
ENSG00000176014	TUBB6	1.0863466111111535	8.065560889394295e-14	Metabolism of proteins, Immune System, Intra-Golgi and retrograde Golgi-to-ER traffic, RHO GTPases activate IQGAPs, Neuronal System, Adaptive Immune System, Nuclear Envelope (NE) Reassembly, Cellular responses to stress, Kinesins, Organelle biogenesis and maintenance, Mitotic Prometaphase, Developmental Biology, Activation of AMPK downstream of NMDARs, Cell Cycle, Mitotic, Signaling by Rho GTPases, Activation of NMDA receptors and postsynaptic events, Mitotic Metaphase and Anaphase, Post-translational protein modification, RHO GTPase Effectors, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, Assembly and cell surface presentation of NMDA receptors, Post-chaperonin tubulin folding pathway, Hemostasis, Mitotic Anaphase, Golgi-to-ER retrograde transport, Gap junction assembly, Cell Cycle, Prefoldin mediated transfer of substrate  to CCT/TriC, Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding, Cilium Assembly, Intraflagellar transport, Signaling by Hedgehog, Disease, Cellular responses to stimuli, Asparagine N-linked glycosylation, Aggrephagy, Recycling pathway of L1, M Phase, Nervous system development, COPI-dependent Golgi-to-ER retrograde traffic, EML4 and NUDC in mitotic spindle formation, Hedgehog 'off' state, Carboxyterminal post-translational modifications of tubulin, Post NMDA receptor activation events, Mitotic G2-G2/M phases, Axon guidance, Autophagy, Protein folding, Selective autophagy, Transmission across Chemical Synapses, MHC class II antigen presentation, Chaperonin-mediated protein folding, HCMV Infection, COPI-independent Golgi-to-ER retrograde traffic, Sealing of the nuclear envelope (NE) by ESCRT-III, Translocation of SLC2A4 (GLUT4) to the plasma membrane, G2/M Transition, Viral Infection Pathways, Recruitment of NuMA to mitotic centrosomes, Neurotransmitter receptors and postsynaptic signal transmission, HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand, HCMV Early Events, Formation of tubulin folding intermediates by CCT/TriC, Gap junction trafficking, Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane, Transport to the Golgi and subsequent modification, ER to Golgi Anterograde Transport, Macroautophagy, Resolution of Sister Chromatid Cohesion, Factors involved in megakaryocyte development and platelet production, L1CAM interactions, RHO GTPases Activate Formins, Gap junction trafficking and regulation, Signal Transduction, Transport of connexons to the plasma membrane, Membrane Trafficking, Separation of Sister Chromatids, The role of GTSE1 in G2/M progression after G2 checkpoint, Infectious disease, Vesicle-mediated transport, COPI-mediated anterograde transport	microtubule cytoskeleton organization, mitotic cell cycle	molecular_function, GTP binding, metal ion binding, GTPase activity, structural constituent of cytoskeleton, protein binding	microtubule, extracellular exosome, nucleus, mitotic spindle, intercellular bridge, microtubule cytoskeleton, cytoplasm
ENSG00000173598	NUDT4	0.4379716805555746	1.0988422806209473e-13	Synthesis of pyrophosphates in the cytosol, Metabolism, Inositol phosphate metabolism	diphosphoinositol polyphosphate metabolic process, calcium-mediated signaling, intracellular signal transduction, diadenosine pentaphosphate catabolic process, adenosine 5'-(hexahydrogen pentaphosphate) catabolic process, cyclic-nucleotide-mediated signaling, diadenosine hexaphosphate catabolic process	bis(5'-adenosyl)-hexaphosphatase activity, inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity, diphosphoinositol-polyphosphate diphosphatase activity, snoRNA binding, 5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase activity, metal ion binding, bis(5'-adenosyl)-pentaphosphatase activity, endopolyphosphatase activity, protein binding, inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity	cytoplasm, cytosol, nucleus
ENSG00000196154	S100A4	1.0998576666666988	1.1166484317717559e-13		positive chemotaxis, positive regulation of I-kappaB kinase/NF-kappaB signaling, epithelial to mesenchymal transition	chemoattractant activity, identical protein binding, actin binding, RAGE receptor binding, calcium-dependent protein binding, calcium ion binding, protein binding, transition metal ion binding, RNA binding	cytosol, collagen-containing extracellular matrix, extracellular exosome, nucleus, nucleoplasm, extracellular region, perinuclear region of cytoplasm, extracellular space
ENSG00000165140	FBP1	-1.0170712777777542	1.407689201191335e-13	Glucose metabolism, Gluconeogenesis, Metabolism, Metabolism of carbohydrates	negative regulation of transcription by RNA polymerase II, cellular response to phorbol 13-acetate 12-myristate, gluconeogenesis, cellular response to cAMP, regulation of gluconeogenesis, dephosphorylation, cellular response to insulin stimulus, cellular response to xenobiotic stimulus, fructose metabolic process, cellular hypotonic salinity response, negative regulation of Ras protein signal transduction, cellular response to magnesium ion, fructose 1,6-bisphosphate metabolic process, negative regulation of glycolytic process, fructose 6-phosphate metabolic process, cellular response to raffinose, cellular hyperosmotic salinity response, sucrose biosynthetic process, response to nutrient levels, negative regulation of cell growth	RNA polymerase II-specific DNA-binding transcription factor binding, AMP binding, monosaccharide binding, identical protein binding, metal ion binding, fructose 1,6-bisphosphate 1-phosphatase activity, protein binding	cytoplasm, cytosol, extracellular exosome, nucleus
ENSG00000142173	COL6A2	1.033343715277805	1.5877012193378294e-13	Signaling by Receptor Tyrosine Kinases, Integrin cell surface interactions, Signaling by PDGF, NCAM1 interactions, Collagen chain trimerization, Collagen biosynthesis and modifying enzymes, Nervous system development, Signal Transduction, Axon guidance, Degradation of the extracellular matrix, Extracellular matrix organization, Developmental Biology, Collagen degradation, NCAM signaling for neurite out-growth, Assembly of collagen fibrils and other multimeric structures, Collagen formation, ECM proteoglycans	cell adhesion, response to glucose	extracellular matrix structural constituent conferring tensile strength, collagen binding, protein binding	collagen-containing extracellular matrix, extracellular exosome, extracellular space, extracellular region, extracellular vesicle, collagen trimer, endoplasmic reticulum lumen, sarcolemma, protein-containing complex
ENSG00000141753	IGFBP4	1.166947055555598	2.346140587601672e-13	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs), Post-translational protein modification, Post-translational protein phosphorylation, Metabolism of proteins	response to organic cyclic compound, signal transduction, regulation of glucose metabolic process, regulation of insulin-like growth factor receptor signaling pathway, negative regulation of canonical Wnt signaling pathway, MAPK cascade, positive regulation of insulin-like growth factor receptor signaling pathway, regulation of cell growth, type B pancreatic cell proliferation, positive regulation of MAPK cascade	insulin-like growth factor I binding, signaling receptor binding, insulin-like growth factor II binding, protein binding	extracellular region, endoplasmic reticulum lumen, extracellular space
ENSG00000181019	NQO1	-1.3022130694444147	2.741801827350762e-13	Regulation of ornithine decarboxylase (ODC), Metabolism, Cellular responses to stimuli, Nuclear events mediated by NFE2L2, Cellular responses to stress, KEAP1-NFE2L2 pathway, Cellular response to chemical stress, Metabolism of amino acids and derivatives, Metabolism of polyamines, NFE2L2 regulating anti-oxidant/detoxification enzymes	innate immune response, response to oxidative stress, negative regulation of catalytic activity, xenobiotic metabolic process, cell redox homeostasis, response to tetrachloromethane, response to estradiol, ubiquinone metabolic process, vitamin K metabolic process, response to L-glutamine, negative regulation of protein catabolic process, response to lipopolysaccharide, response to testosterone, response to toxic substance, negative regulation of apoptotic process, response to hydrogen sulfide, response to amine, positive regulation of neuron apoptotic process, response to flavonoid, vitamin E metabolic process, response to carbohydrate, removal of superoxide radicals, cellular response to metal ion, NADPH oxidation, cellular response to hydrogen peroxide, response to ischemia, protein polyubiquitination, NADH oxidation, response to electrical stimulus, response to nutrient, response to hormone, response to ethanol, protein catabolic process, nitric oxide biosynthetic process, cellular response to oxidative stress, synaptic transmission, cholinergic, response to alkaloid	NADPH dehydrogenase (quinone) activity, NAD(P)H dehydrogenase (quinone) activity, NADH dehydrogenase (quinone) activity, RNA binding, identical protein binding, protein binding, cytochrome-b5 reductase activity, acting on NAD(P)H, superoxide dismutase activity	cytosol, synapse, nucleus, dendrite, neuronal cell body, cytoplasm
ENSG00000203747	FCGR3A	1.0875113888889096	3.562266128493712e-13	Leishmania phagocytosis, Fcgamma receptor (FCGR) dependent phagocytosis, Innate Immune System, Regulation of actin dynamics for phagocytic cup formation, Parasite infection, Infectious disease, Anti-inflammatory response favouring Leishmania parasite infection, FCGR3A-mediated phagocytosis, FCGR3A-mediated IL10 synthesis, Immune System, Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, Leishmania parasite growth and survival, Parasitic Infection Pathways, Disease, Leishmania infection, Role of phospholipids in phagocytosis, FCGR activation, Adaptive Immune System	phosphatidylinositol 3-kinase signaling, natural killer cell activation, natural killer cell mediated cytotoxicity, cell surface receptor signaling pathway, positive regulation of natural killer cell proliferation, calcium-mediated signaling, macrophage activation, Fc-gamma receptor signaling pathway, natural killer cell degranulation, positive regulation of tumor necrosis factor production, regulation of immune response, antibody-dependent cellular cytotoxicity, immune response	low-affinity IgG receptor activity, IgG binding, immune receptor activity, transmembrane signaling receptor activity, protein binding	extracellular exosome, Fc-gamma receptor III complex, external side of plasma membrane, plasma membrane, extracellular space
ENSG00000089472	HEPH	0.8609816319444743	4.603644297015635e-13	Disorders of transmembrane transporters, Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum), Transport of bile salts and organic acids, metal ions and amine compounds, SLC transporter disorders, SLC-mediated transmembrane transport, Transport of small molecules, Disease, Metal ion SLC transporters, Iron uptake and transport	copper ion transport, iron ion transmembrane transport, iron ion transport	ferroxidase activity, ferrous iron binding, oxidoreductase activity, copper ion binding	plasma membrane, perinuclear region of cytoplasm, basolateral plasma membrane
ENSG00000171431	KRT20	-2.413860333333312	1.591198238655517e-12	Developmental Biology, Keratinization, Formation of the cornified envelope	cellular response to starvation, intermediate filament organization, regulation of protein secretion, epithelial cell differentiation, apoptotic process	structural constituent of cytoskeleton, protein binding	cytosol, intermediate filament cytoskeleton, intermediate filament, cytoskeleton, cytoplasm
ENSG00000052344	PRSS8	-1.247036458333314	1.933220455861925e-12	Developmental Biology, Keratinization, Formation of the cornified envelope	proteolysis, positive regulation of sodium ion transport	serine-type peptidase activity, serine-type endopeptidase activity, protein binding	extracellular exosome, extracellular region, plasma membrane, extracellular space
ENSG00000111319	SCNN1A	-0.4744426249999733	3.158499235587272e-12	Sensory perception of taste, Ion channel transport, Sensory Perception, Sensory perception of salty taste, Transport of small molecules, Stimuli-sensing channels	sodium ion transmembrane transport, sodium ion import across plasma membrane, intracellular sodium ion homeostasis, cellular response to aldosterone, cellular response to vasopressin, sensory perception of sour taste, sensory perception of salty taste, sodium ion homeostasis, cellular response to acidic pH, regulation of blood pressure, multicellular organismal-level water homeostasis	ligand-gated sodium channel activity, protein binding, WW domain binding	cytosol, extracellular exosome, motile cilium, sperm principal piece, external side of plasma membrane, acrosomal vesicle, plasma membrane, sodium channel complex, ciliary membrane, apical plasma membrane, cytoplasm
ENSG00000145824	CXCL14	-1.3892245416666391	3.707258778781785e-12		signal transduction, cell chemotaxis, cell-cell signaling, antimicrobial humoral immune response mediated by antimicrobial peptide, chemotaxis	protein binding, chemokine activity	extracellular space, Golgi apparatus
ENSG00000048462	TNFRSF17	-1.085971597222203	3.88534771447268e-12	TNFR2 non-canonical NF-kB pathway, Immune System, Cytokine Signaling in Immune system, TNFs bind their physiological receptors	tumor necrosis factor-mediated signaling pathway, adaptive immune response, lymphocyte homeostasis, signal transduction	protein binding, signaling receptor activity	membrane, endomembrane system, plasma membrane
ENSG00000112208	BAG2	1.5154107361111286	4.955339101590736e-12	Regulation of HSF1-mediated heat shock response, Cellular responses to stress, Cellular responses to stimuli, Cellular response to heat stress	negative regulation of protein ubiquitination, protein stabilization, positive regulation of proteasomal protein catabolic process, protein metabolic process, negative regulation of ubiquitin protein ligase activity, positive regulation of protein processing, negative regulation of protein binding, protein folding, positive regulation of proteasomal ubiquitin-dependent protein catabolic process	heat shock protein binding, ubiquitin protein ligase binding, protein-folding chaperone binding, transmembrane transporter binding, identical protein binding, adenyl-nucleotide exchange factor activity, tau protein binding, protein binding	cytosol, microtubule, dendrite, protein folding chaperone complex, axon, dendritic microtubule
ENSG00000074181	NOTCH3	0.356243180555575	5.752412533150368e-12	Signaling by NOTCH, Diseases of glycosylation, Generic Transcription Pathway, Signaling by NOTCH3, Gene expression (Transcription), Noncanonical activation of NOTCH3, Pre-NOTCH Transcription and Translation, NOTCH3 Activation and Transmission of Signal to the Nucleus, Notch-HLH transcription pathway, RNA Polymerase II Transcription, Pre-NOTCH Processing in Golgi, Signal Transduction, Diseases of metabolism, NOTCH3 Intracellular Domain Regulates Transcription, Disease, Pre-NOTCH Processing in the Endoplasmic Reticulum, Diseases associated with O-glycosylation of proteins, Pre-NOTCH Expression and Processing, Defective LFNG causes SCDO3	positive regulation of transcription by RNA polymerase II, axon guidance, forebrain development, negative regulation of transcription by RNA polymerase II, negative regulation of neuron differentiation, artery morphogenesis, Notch signaling pathway, neuroblast differentiation, positive regulation of smooth muscle cell proliferation, glomerular capillary formation, neuron fate commitment	signaling receptor activity, enzyme binding, identical protein binding, cadherin binding, calcium ion binding, protein binding	cytosol, nucleoplasm, extracellular region, actin cytoskeleton, cell surface, plasma membrane, Golgi membrane, receptor complex, endoplasmic reticulum membrane
ENSG00000130707	ASS1	1.0364594305555936	6.8034812689986156e-12	Urea cycle, Metabolism, Metabolism of amino acids and derivatives	cellular response to laminar fluid shear stress, cellular response to dexamethasone stimulus, cellular response to amine stimulus, cellular response to lipopolysaccharide, response to xenobiotic stimulus, urea cycle, cellular response to cAMP, kidney development, response to zinc ion, response to estradiol, cellular response to glucagon stimulus, aspartate metabolic process, positive regulation of nitric oxide biosynthetic process, cellular response to type II interferon, cellular response to tumor necrosis factor, cellular response to oleic acid, response to mycotoxin, negative regulation of leukocyte cell-cell adhesion, citrulline metabolic process, argininosuccinate metabolic process, liver development, cellular response to amino acid stimulus, acute-phase response, cellular response to ammonium ion, diaphragm development, response to nutrient, response to growth hormone, midgut development, circadian rhythm, arginine biosynthetic process	identical protein binding, amino acid binding, toxic substance binding, argininosuccinate synthase activity, ATP binding, protein binding, RNA binding	mitochondrial outer membrane, cytosol, cell body fiber, extracellular exosome, nucleoplasm, perikaryon, cytoplasm
ENSG00000138080	EMILIN1	1.1676521805555788	6.857304346836962e-12	Elastic fibre formation, Molecules associated with elastic fibres, Extracellular matrix organization	positive regulation of extracellular matrix assembly, cell-matrix adhesion, cell adhesion mediated by integrin, positive regulation of angiogenesis, negative regulation of ERK1 and ERK2 cascade, negative regulation of collagen fibril organization, positive regulation of defense response to bacterium, positive regulation of platelet aggregation, positive regulation of apoptotic process, cell adhesion, cell migration, negative regulation of collagen biosynthetic process, negative regulation of cell migration, negative regulation of vascular endothelial growth factor receptor signaling pathway, negative regulation of macrophage migration, regulation of cell population proliferation, elastic fiber assembly, negative regulation of gene expression, negative regulation of vascular endothelial growth factor signaling pathway, positive regulation of cell-substrate adhesion, aortic valve morphogenesis, negative regulation of transforming growth factor beta receptor signaling pathway, negative regulation of cell activation, negative regulation of pathway-restricted SMAD protein phosphorylation, negative regulation of angiogenesis, positive regulation of blood coagulation, regulation of blood pressure, positive regulation of gene expression	extracellular matrix structural constituent, identical protein binding, integrin binding involved in cell-matrix adhesion, extracellular matrix constituent conferring elasticity, molecular adaptor activity, protein binding	collagen-containing extracellular matrix, extracellular exosome, extracellular region, collagen trimer, integrin alpha4-beta1 complex, EMILIN complex, extracellular space
ENSG00000122786	CALD1	1.2667646944444746	7.740376031413673e-12	Smooth Muscle Contraction, Muscle contraction	actin filament bundle assembly, muscle contraction, angiogenesis	calmodulin binding, myosin binding, actin binding, cadherin binding, tropomyosin binding, protein binding	cytosol, myofibril, actin cytoskeleton, cytoskeleton, plasma membrane, actin cap
ENSG00000125968	ID1	-1.0521644999999644	1.646101138578096e-11	Signaling by Receptor Tyrosine Kinases, Cellular responses to stimuli, Oncogene Induced Senescence, Cellular responses to stress, Signal Transduction, Nuclear Events (kinase and transcription factor activation), NGF-stimulated transcription, Cellular Senescence, Signaling by NTRKs, Signaling by NTRK1 (TRKA)	negative regulation of transcription by transcription factor localization, negative regulation of cold-induced thermogenesis, circadian regulation of gene expression, negative regulation of DNA-binding transcription factor activity, blood vessel morphogenesis, negative regulation of transcription by RNA polymerase II, angiogenesis, negative regulation of DNA-templated transcription, transforming growth factor beta receptor signaling pathway, blood vessel endothelial cell migration, cell differentiation	transcription regulator activity, transcription regulator inhibitor activity, protein binding, protein dimerization activity	nucleoplasm, Golgi apparatus, nucleus
ENSG00000154639	CXADR	-1.208132861111089	2.091636858780408e-11	Immune System, Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, Cell surface interactions at the vascular wall, Adaptive Immune System, Hemostasis	cardiac muscle cell development, actin cytoskeleton organization, AV node cell to bundle of His cell communication, germ cell migration, mitochondrion organization, regulation of AV node cell action potential, neutrophil chemotaxis, heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules, gamma-delta T cell activation, transepithelial transport, AV node cell-bundle of His cell adhesion involved in cell communication, cell-cell junction organization, epithelial structure maintenance, heart development, homotypic cell-cell adhesion, viral entry into host cell	integrin binding, cell adhesive protein binding involved in AV node cell-bundle of His cell communication, virus receptor activity, PDZ domain binding, connexin binding, protein binding, cell adhesion molecule binding, beta-catenin binding	cell junction, growth cone, cell body, nucleoplasm, cell-cell junction, extracellular region, neuron projection, basolateral plasma membrane, apicolateral plasma membrane, acrosomal vesicle, bicellular tight junction, plasma membrane, protein-containing complex, filopodium, intercalated disc, membrane raft, adherens junction, cytoplasm
ENSG00000106366	SERPINE1	1.0953919166666868	2.263458473854256e-11	Signaling by TGF-beta Receptor Complex, Circadian Clock, SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription, Gene expression (Transcription), Signaling by TGFB family members, Signal Transduction, Platelet degranulation , Extracellular matrix organization, Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer, BMAL1:CLOCK,NPAS2 activates circadian gene expression, Generic Transcription Pathway, RNA Polymerase II Transcription, Platelet activation, signaling and aggregation, Dissolution of Fibrin Clot, Response to elevated platelet cytosolic Ca2+, ECM proteoglycans, Hemostasis	positive regulation of leukotriene production involved in inflammatory response, cellular response to lipopolysaccharide, dentinogenesis, angiogenesis, negative regulation of endopeptidase activity, regulation of signaling receptor activity, positive regulation of angiogenesis, negative regulation of cell adhesion mediated by integrin, negative regulation of wound healing, negative regulation of vascular wound healing, negative regulation of smooth muscle cell migration, positive regulation of monocyte chemotaxis, positive regulation of receptor-mediated endocytosis, negative regulation of smooth muscle cell-matrix adhesion, negative regulation of cell migration, negative regulation of blood coagulation, negative regulation of endothelial cell apoptotic process, replicative senescence, defense response to Gram-negative bacterium, negative regulation of fibrinolysis, positive regulation of interleukin-8 production, negative regulation of extrinsic apoptotic signaling pathway via death domain receptors, positive regulation of blood coagulation, positive regulation of odontoblast differentiation, fibrinolysis, positive regulation of inflammatory response, negative regulation of plasminogen activation	signaling receptor binding, protease binding, protein binding, serine-type endopeptidase inhibitor activity	collagen-containing extracellular matrix, extracellular exosome, platelet alpha granule lumen, extracellular region, serine protease inhibitor complex, plasma membrane, peptidase inhibitor complex, extracellular space
ENSG00000112769	LAMA4	0.4428311388889092	2.4281927001587812e-11	Signaling by Receptor Tyrosine Kinases, Laminin interactions, MET promotes cell motility, Non-integrin membrane-ECM interactions, Signal Transduction, MET activates PTK2 signaling, Extracellular matrix organization, Signaling by MET, ECM proteoglycans	regulation of cell migration, cell adhesion, negative regulation of cold-induced thermogenesis, regulation of embryonic development, regulation of cell adhesion	signaling receptor binding, extracellular matrix structural constituent	extracellular exosome, collagen-containing extracellular matrix, extracellular region, basement membrane
ENSG00000204388	HSPA1B	1.0151176666666917	2.8001345299146354e-11	Viral Infection Pathways, HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand, Regulation of mRNA stability by proteins that bind AU-rich elements, Immune System, HSF1-dependent transactivation, Cellular responses to stress, Metabolism of RNA, Innate Immune System, Regulation of HSF1-mediated heat shock response, Influenza Infection, Disease, Neutrophil degranulation, Cellular responses to stimuli, Cellular response to heat stress, Export of Viral Ribonucleoproteins from Nucleus, AUF1 (hnRNP D0) binds and destabilizes mRNA, Infectious disease, Attenuation phase, Viral RNP Complexes in the Host Cell Nucleus	positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway, cellular response to heat, regulation of protein ubiquitination, chaperone cofactor-dependent protein refolding, negative regulation of inclusion body assembly, positive regulation of NF-kappaB transcription factor activity, positive regulation of erythrocyte differentiation, positive regulation of tumor necrosis factor-mediated signaling pathway, negative regulation of cell population proliferation, ATP metabolic process, cellular heat acclimation, negative regulation of apoptotic process, protein stabilization, protein refolding, viral entry into host cell, cellular response to steroid hormone stimulus, positive regulation of proteasomal ubiquitin-dependent protein catabolic process, negative regulation of cell growth, positive regulation of gene expression, negative regulation of extrinsic apoptotic signaling pathway in absence of ligand, positive regulation of microtubule nucleation, regulation of mitotic spindle assembly, positive regulation of interleukin-8 production, mRNA catabolic process, cellular response to oxidative stress, negative regulation of protein ubiquitination	heat shock protein binding, ubiquitin protein ligase binding, ATP-dependent protein folding chaperone, C3HC4-type RING finger domain binding, protein folding chaperone, enzyme binding, virus receptor activity, histone deacetylase binding, signaling receptor binding, unfolded protein binding, ATP binding, G protein-coupled receptor binding, protein binding, ATP hydrolysis activity, RNA binding, ATP-dependent protein disaggregase activity	nucleus, centrosome, focal adhesion, mitochondrion, protein-containing complex, ribonucleoprotein complex, extracellular region, vesicle, cytoplasm, cytosol, extracellular exosome, nuclear speck, ficolin-1-rich granule lumen, endoplasmic reticulum, aggresome, centriole, blood microparticle, nucleoplasm, inclusion body, perinuclear region of cytoplasm
ENSG00000134240	HMGCS2	-1.2694017083332998	3.8987684730245527e-11	Metabolism, Regulation of lipid metabolism by PPARalpha, Synthesis of Ketone Bodies, PPARA activates gene expression, Metabolism of lipids, Ketone body metabolism	farnesyl diphosphate biosynthetic process, mevalonate pathway, cellular response to lipopolysaccharide, response to xenobiotic stimulus, response to prostaglandin F, cellular response to fatty acid, kidney development, cellular response to insulin stimulus, response to temperature stimulus, response to testosterone, response to monosaccharide, acetyl-CoA metabolic process, multicellular organismal response to stress, response to metal ion, response to starvation, liver development, response to triglyceride, response to cAMP, cellular response to amino acid stimulus, ketone body biosynthetic process, response to glucagon, response to nutrient, response to linoleic acid, cellular response to glucocorticoid stimulus, cholesterol biosynthetic process, midgut development, response to growth hormone, response to ethanol, lung development, adipose tissue development	identical protein binding, hydroxymethylglutaryl-CoA synthase activity	mitochondrial matrix, mitochondrion
ENSG00000123610	TNFAIP6	0.9108350763889036	5.5106875327655646e-11	Immune System, Innate Immune System, Neutrophil degranulation	negative regulation of BMP signaling pathway, hyaluronan metabolic process, cell adhesion, positive regulation of receptor clustering, fibronectin fibril organization, signal transduction, inflammatory response, positive regulation of cell migration, negative regulation of osteoclast differentiation, negative regulation of inflammatory response, cell-cell signaling, negative regulation of neutrophil chemotaxis, ovarian cumulus expansion, negative regulation of osteoblast differentiation	carboxylesterase activity, hyaluronic acid binding, fibronectin binding, calcium ion binding, protein binding	ficolin-1-rich granule lumen, tertiary granule lumen, extracellular region, extracellular space
ENSG00000100934	SEC23A	0.7338268750000188	6.287746277652269e-11	Viral Infection Pathways, SARS-CoV-2-host interactions, Metabolism of proteins, SARS-CoV-2 activates/modulates innate and adaptive immune responses, Immune System, COPII-mediated vesicle transport, Adaptive Immune System, Cargo concentration in the ER, Transport to the Golgi and subsequent modification, ER to Golgi Anterograde Transport, Class I MHC mediated antigen processing & presentation, Metabolism of steroids, SARS-CoV Infections, Metabolism of lipids, Disease, Membrane Trafficking, MHC class II antigen presentation, Antigen Presentation: Folding, assembly and peptide loading of class I MHC, Metabolism, Asparagine N-linked glycosylation, Infectious disease, Regulation of cholesterol biosynthesis by SREBP (SREBF), Post-translational protein modification, SARS-CoV-2 Infection, Vesicle-mediated transport	COPII-coated vesicle cargo loading, intracellular protein transport, protein localization to plasma membrane	GTPase activator activity, protein binding, zinc ion binding	cytosol, endoplasmic reticulum exit site, ER to Golgi transport vesicle membrane, COPII vesicle coat, perinuclear region of cytoplasm, Golgi membrane, endoplasmic reticulum membrane
