id_gen	symbol	log2FC_GCAt_vs_GCAn	adj-p-value_GCAt_vs_GCAn	log2FC_GNCAt_vs_GNCAn	adj-p-value_GNCAt_vs_GNCAn	vias_reactome	BP	MF	CC
ENSG00000103942	HOMER2	-1.2115544296935497	3.1780156513385703e-17	-1.32333227777775	9.60317347420851e-28	Neuronal System, Neurexins and neuroligins, Protein-protein interactions at synapses	negative regulation of calcineurin-NFAT signaling cascade, sensory perception of sound, G protein-coupled glutamate receptor signaling pathway, calcium-mediated signaling using intracellular calcium source, negative regulation of interleukin-2 production, behavioral response to cocaine, regulation of G protein-coupled receptor signaling pathway, regulation of store-operated calcium entry	actin binding, synaptic receptor adaptor activity, protein binding, G protein-coupled glutamate receptor binding	cytosol, dendrite, stereocilium tip, glutamatergic synapse, plasma membrane, apical part of cell, intracellular organelle, postsynaptic density, cytoplasm
ENSG00000164120	HPGD	-1.7048931596209629	3.405956917542572e-17	-2.05743199305554	5.67798084689328e-26	Metabolism, Synthesis of Lipoxins (LX), Arachidonic acid metabolism, Biosynthesis of D-series resolvins, Synthesis of Prostaglandins (PG) and Thromboxanes (TX), Fatty acid metabolism, Biosynthesis of EPA-derived SPMs, Biosynthesis of specialized proresolving mediators (SPMs), Biosynthesis of E-series 18(S)-resolvins, Metabolism of lipids, Biosynthesis of DHA-derived SPMs	ovulation, parturition, thrombin-activated receptor signaling pathway, ductus arteriosus closure, response to estradiol, negative regulation of cell cycle, lipoxygenase pathway, kidney development, positive regulation of vascular associated smooth muscle cell proliferation, regulation of prostaglandin catabolic process, response to lipopolysaccharide, positive regulation of apoptotic process, response to ethanol, female pregnancy, prostaglandin metabolic process, transforming growth factor beta receptor signaling pathway	NAD+ binding, NAD binding, 15-hydroxyprostaglandin dehydrogenase (NAD+) activity, identical protein binding, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, prostaglandin E receptor activity	cytosol, extracellular exosome, nucleoplasm, basolateral plasma membrane, cytoplasm
ENSG00000105707	HPN	-0.6181054931854844	2.8539969097035973e-15	-0.7042132013888747	1.9064437086666805e-22	Signaling by Receptor Tyrosine Kinases, MET Receptor Activation, Signal Transduction, Signaling by MET, Signaling by MST1	negative regulation of apoptotic process, proteolysis, cochlea morphogenesis, positive regulation by host of viral transcription, positive regulation of cell growth, negative regulation of epithelial cell proliferation, basement membrane disassembly, positive regulation of thyroid hormone generation, detection of mechanical stimulus involved in sensory perception of sound, potassium ion transmembrane transport, response to thyroid hormone, positive regulation of hepatocyte proliferation, positive regulation of plasminogen activation, pilomotor reflex, negative regulation of epithelial to mesenchymal transition, regulation of cell shape, positive regulation of gene expression	serine-type endopeptidase activity, serine-type exopeptidase activity, peptidase activity, serine-type peptidase activity, protein binding	extracellular exosome, membrane, neuronal cell body, cell-cell junction, nuclear membrane, cell surface, plasma membrane, apical plasma membrane, endoplasmic reticulum membrane
ENSG00000114378	HYAL1	-0.974026886790324	4.73550422459844e-13	-1.203661680555535	2.7416664748884666e-29	Mucopolysaccharidoses, Diseases of carbohydrate metabolism, Metabolism, CS/DS degradation, Metabolism of carbohydrates, MPS IX - Natowicz syndrome, Chondroitin sulfate/dermatan sulfate metabolism, Glycosaminoglycan metabolism, Hyaluronan uptake and degradation, Diseases of metabolism, Disease, Hyaluronan metabolism	response to antibiotic, hyaluronan biosynthetic process, cellular response to fibroblast growth factor stimulus, chondroitin sulfate catabolic process, cellular response to pH, positive regulation of G1/S transition of mitotic cell cycle, positive regulation of angiogenesis, cellular response to platelet-derived growth factor stimulus, cellular response to tumor necrosis factor, positive regulation of growth, glycosaminoglycan catabolic process, positive regulation of epithelial cell migration, response to virus, positive regulation of cell growth, hyaluronan catabolic process, response to reactive oxygen species, cartilage development, cellular response to UV-B, embryonic skeletal joint morphogenesis, negative regulation of cell growth, hyaluronan metabolic process, positive regulation of epithelial cell proliferation, positive regulation of cell adhesion, inflammatory response, positive regulation of hyaluranon cable assembly, carbohydrate metabolic process, cellular response to interleukin-1	hyaluronan synthase activity, chondroitin hydrolase activity, hyalurononglucosaminidase activity, virus receptor activity	lysosome, lysosomal lumen, extracellular exosome, extracellular space, cytoplasmic vesicle, hyaluranon cable, cytoplasm
ENSG00000125968	ID1	-0.6309655846290365	0.0001318074966914	-1.0521644999999644	1.646101138578096e-11	Signaling by Receptor Tyrosine Kinases, Cellular responses to stimuli, Oncogene Induced Senescence, Cellular responses to stress, Signal Transduction, Nuclear Events (kinase and transcription factor activation), NGF-stimulated transcription, Cellular Senescence, Signaling by NTRKs, Signaling by NTRK1 (TRKA)	negative regulation of transcription by transcription factor localization, negative regulation of cold-induced thermogenesis, circadian regulation of gene expression, negative regulation of DNA-binding transcription factor activity, blood vessel morphogenesis, negative regulation of transcription by RNA polymerase II, angiogenesis, negative regulation of DNA-templated transcription, transforming growth factor beta receptor signaling pathway, blood vessel endothelial cell migration, cell differentiation	transcription regulator activity, transcription regulator inhibitor activity, protein binding, protein dimerization activity	nucleoplasm, Golgi apparatus, nucleus
ENSG00000115457	IGFBP2	-1.5969939912096809	8.435146575527286e-16	-1.4999131944444155	1.2270970389780285e-17	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs), Metabolism of proteins	response to mechanical stimulus, response to glucocorticoid, response to retinoic acid, cellular response to hormone stimulus, response to xenobiotic stimulus, regulation of insulin-like growth factor receptor signaling pathway, response to estrogen, response to nutrient, negative regulation of canonical Wnt signaling pathway, female pregnancy, response to estradiol, positive regulation of activated T cell proliferation	insulin-like growth factor I binding, signaling receptor binding, insulin-like growth factor II binding, protein binding	extracellular exosome, extracellular region, apical plasma membrane, extracellular space
ENSG00000211895	IGHA1	-1.587933181217739	7.600106726405073e-10	-2.1001582708333064	1.1605345668459638e-19		complement activation, classical pathway, B cell receptor signaling pathway, retina homeostasis, glomerular filtration, adaptive immune response, positive regulation of respiratory burst, antibacterial humoral response, immune response	immunoglobulin receptor binding, antigen binding	immunoglobulin complex, circulating, secretory dimeric IgA immunoglobulin complex, extracellular exosome, blood microparticle, extracellular region, plasma membrane, IgA immunoglobulin complex, monomeric IgA immunoglobulin complex, secretory IgA immunoglobulin complex, IgG immunoglobulin complex, extracellular space
ENSG00000211899	IGHM	-0.390320153612901	0.0955527560101535	-0.9976328124999744	9.21141767987712e-09		innate immune response, complement activation, classical pathway, B cell receptor signaling pathway, adaptive immune response, antibacterial humoral response, defense response to Gram-negative bacterium	phosphatidylcholine binding, immunoglobulin receptor binding, antigen binding, peptidoglycan binding, single-stranded DNA binding	immunoglobulin complex, circulating, extracellular exosome, blood microparticle, IgM immunoglobulin complex, pentameric IgM immunoglobulin complex, cell surface, plasma membrane, extracellular space, hexameric IgM immunoglobulin complex
ENSG00000115590	IL1R2	-0.4600003652741931	0.0003293350262372	-1.0218481944444244	4.422686188837587e-09	Interleukin-10 signaling, Interleukin-1 signaling, Interleukin-1 family signaling, Immune System, Cytokine Signaling in Immune system, Signaling by Interleukins	negative regulation of interleukin-1-mediated signaling pathway, protein processing, negative regulation of protein processing, negative regulation of cytokine production involved in inflammatory response, cytokine-mediated signaling pathway, negative regulation of interleukin-1 alpha production, immune response	interleukin-1 binding, interleukin-1 receptor activity, protein binding, interleukin-1, type II, blocking receptor activity	extracellular region, plasma membrane, cytoplasm
ENSG00000145703	IQGAP2	-0.7977883130322603	1.979159898646234e-09	-1.1163949305555372	1.3615742964471452e-19	RHO GTPase Effectors, RAC1 GTPase cycle, Innate Immune System, RHO GTPase cycle, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, Signal Transduction, Immune System, CDC42 GTPase cycle, RHOG GTPase cycle, RHO GTPases activate IQGAPs, Signaling by Rho GTPases, Neutrophil degranulation	thrombin-activated receptor signaling pathway, signal transduction, regulation of actin cytoskeleton organization, regulation of GTPase activity, Arp2/3 complex-mediated actin nucleation, mitotic actomyosin contractile ring assembly actin filament organization	small GTPase binding, actin filament binding, calmodulin binding, GTPase activator activity, phosphatidylinositol-3,4,5-trisphosphate binding, GTPase inhibitor activity, actin binding, Arp2/3 complex binding	cytosol, microvillus, extracellular exosome, cell cortex, actin cytoskeleton, cell surface, plasma membrane, filopodium, secretory granule membrane, lamellipodium, cytoplasm
ENSG00000177606	JUN	-0.9763717449354824	1.0514905780641707e-10	-0.4927762083333249	1.5576922749238403e-05	Toll Like Receptor 3 (TLR3) Cascade, Signaling by NOTCH, MyD88 cascade initiated on plasma membrane, Toll Like Receptor TLR1:TLR2 Cascade, MAPK family signaling cascades, Regulation of PTEN gene transcription, Intracellular signaling by second messengers, FCERI mediated MAPK activation, Transcriptional Regulation by TP53, Immune System, Toll Like Receptor 2 (TLR2) Cascade, Generic Transcription Pathway, Toll Like Receptor 9 (TLR9) Cascade, Parasitic Infection Pathways, Interleukin-17 signaling, Signaling by Interleukins, MyD88:MAL(TIRAP) cascade initiated on plasma membrane, Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models, MAPK6/MAPK4 signaling, Gene expression (Transcription), MyD88 dependent cascade initiated on endosome, MAPK targets/ Nuclear events mediated by MAP kinases, Toll Like Receptor 10 (TLR10) Cascade, Pre-NOTCH Transcription and Translation, Oxidative Stress Induced Senescence, Toll Like Receptor 4 (TLR4) Cascade, Cellular responses to stress, WNT5:FZD7-mediated leishmania damping, Fc epsilon receptor (FCERI) signaling, Killing mechanisms, Signaling by Nuclear Receptors, Defective Intrinsic Pathway for Apoptosis, MyD88-independent TLR4 cascade , RNA Polymerase II Transcription, Estrogen-dependent gene expression, TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation, Neurodegenerative Diseases, Innate Immune System, Signal Transduction, TRIF(TICAM1)-mediated TLR4 signaling , Developmental Biology, Cellular Senescence, Disease, Toll Like Receptor 7/8 (TLR7/8) Cascade, ESR-mediated signaling, PIP3 activates AKT signaling, Activation of anterior HOX genes in hindbrain development during early embryogenesis, MAP kinase activation, Diseases of programmed cell death, Cellular responses to stimuli, Leishmania infection, Toll-like Receptor Cascades, Infectious disease, Toll Like Receptor TLR6:TLR2 Cascade, Cytokine Signaling in Immune system, Activation of the AP-1 family of transcription factors, Senescence-Associated Secretory Phenotype (SASP), Activation of HOX genes during differentiation, PTEN Regulation, Pre-NOTCH Expression and Processing, TP53 Regulates Transcription of DNA Repair Genes, Toll Like Receptor 5 (TLR5) Cascade	negative regulation of transcription by RNA polymerase II, cellular response to reactive oxygen species, negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress, positive regulation by host of viral transcription, SMAD protein signal transduction, positive regulation of apoptotic process, positive regulation of DNA-templated transcription initiation, positive regulation of transcription by RNA polymerase II, negative regulation by host of viral transcription, regulation of cell population proliferation, release from viral latency, integrated stress response signaling, transforming growth factor beta receptor signaling pathway, regulation of transcription by RNA polymerase II, regulation of cell cycle, positive regulation of miRNA transcription, negative regulation of DNA-templated transcription, negative regulation of DNA binding, cellular response to cadmium ion, positive regulation of vascular associated smooth muscle cell proliferation, positive regulation of DNA-templated transcription	DNA-binding transcription activator activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, transcription cis-regulatory region binding, DNA-binding transcription factor activity, RNA polymerase II-specific, general transcription initiation factor binding, ubiquitin protein ligase binding, enzyme binding, sequence-specific double-stranded DNA binding, DNA-binding transcription factor activity, GTPase activator activity, DNA binding, identical protein binding, R-SMAD binding, transcription factor binding, cAMP response element binding, ubiquitin-like protein ligase binding, protein binding, RNA binding, RNA polymerase II-specific DNA-binding transcription factor binding, DNA-binding transcription repressor activity, RNA polymerase II-specific	RNA polymerase II transcription regulator complex, nucleus, nucleoplasm, euchromatin, transcription regulator complex, nuclear chromosome, transcription factor AP-1 complex, chromatin
ENSG00000159197	KCNE2	-3.313131754629036	3.5244856070763843e-31	-3.4325472499999785	6.788676625394909e-44	Cardiac conduction, Phase 3 - rapid repolarisation, Muscle contraction, Phase 2 - plateau phase	negative regulation of delayed rectifier potassium channel activity, regulation of membrane repolarization, potassium ion import across plasma membrane, positive regulation of proteasomal protein catabolic process, cardiac muscle cell action potential involved in contraction, potassium ion export across plasma membrane, regulation of delayed rectifier potassium channel activity, membrane repolarization during action potential, cellular response to xenobiotic stimulus, ventricular cardiac muscle cell action potential, regulation of cyclic nucleotide-gated ion channel activity, regulation of ventricular cardiac muscle cell membrane repolarization, positive regulation of voltage-gated calcium channel activity, regulation of heart rate by cardiac conduction, regulation of potassium ion transmembrane transport, regulation of inward rectifier potassium channel activity, potassium ion transmembrane transport, membrane repolarization during ventricular cardiac muscle cell action potential, membrane repolarization, tongue development	transmembrane transporter binding, inward rectifier potassium channel activity, identical protein binding, voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization, delayed rectifier potassium channel activity, protein binding, potassium channel regulator activity	lysosome, voltage-gated potassium channel complex, cell surface, plasma membrane, apical plasma membrane
ENSG00000157551	KCNJ15	-1.0616938720483846	2.6591742200957472e-20	-1.3392026666666403	3.975903780329496e-31	Neurotransmitter receptors and postsynaptic signal transmission, Inwardly rectifying K+ channels, GABA B receptor activation, Neuronal System, Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits, Activation of G protein gated Potassium channels, Potassium Channels, Transmission across Chemical Synapses, Activation of GABAB receptors, GABA receptor activation, G protein gated Potassium channels	regulation of monoatomic ion transmembrane transport, potassium ion transport, potassium ion import across plasma membrane	protein binding, inward rectifier potassium channel activity	plasma membrane
ENSG00000153822	KCNJ16	-2.341362599580643	1.7268769623588512e-22	-3.215455361111098	1.928227109632177e-34	Potassium transport channels, Neurotransmitter receptors and postsynaptic signal transmission, Inwardly rectifying K+ channels, GABA B receptor activation, Neuronal System, Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits, Activation of G protein gated Potassium channels, Potassium Channels, Transmission across Chemical Synapses, Activation of GABAB receptors, GABA receptor activation, G protein gated Potassium channels	regulation of monoatomic ion transmembrane transport, potassium ion transport, potassium ion import across plasma membrane	inward rectifier potassium channel activity	voltage-gated potassium channel complex, plasma membrane, basolateral plasma membrane
ENSG00000053918	KCNQ1	-0.7902057822741915	1.889081997076327e-12	-1.040452423611094	4.75449326572158e-28	Cardiac conduction, Phase 2 - plateau phase, Voltage gated Potassium channels, Muscle contraction, Potassium Channels, Neuronal System, Phase 3 - rapid repolarisation	social behavior, cochlea development, regulation of membrane repolarization, potassium ion import across plasma membrane, cellular response to cAMP, gastrin-induced gastric acid secretion, potassium ion export across plasma membrane, membrane repolarization during action potential, cellular response to xenobiotic stimulus, stomach development, regulation of heart contraction, ventricular cardiac muscle cell action potential, renal sodium ion absorption, erythrocyte differentiation, potassium ion homeostasis, response to insulin, regulation of ventricular cardiac muscle cell membrane repolarization, cellular response to epinephrine stimulus, heart development, gene expression, positive regulation of heart rate, iodide transport, cardiac muscle contraction, inner ear morphogenesis, sensory perception of sound, detection of mechanical stimulus involved in sensory perception of sound, corticosterone secretion, membrane repolarization during atrial cardiac muscle cell action potential, regulation of atrial cardiac muscle cell membrane repolarization, negative regulation of gene expression, regulation of heart rate by cardiac conduction, regulation of voltage-gated sodium channel activity, intracellular chloride ion homeostasis, response to nicotine, adrenergic receptor signaling pathway, positive regulation of cardiac muscle contraction, intestinal absorption, positive regulation of potassium ion transmembrane transport, non-motile cilium assembly, potassium ion transmembrane transport, membrane repolarization during cardiac muscle cell action potential, regulation of gene expression by genomic imprinting, atrial cardiac muscle cell action potential, membrane repolarization during ventricular cardiac muscle cell action potential, glucose metabolic process, rhythmic behavior, regulation of blood pressure, inner ear development, auditory receptor cell development, renal absorption, regulation of gastric acid secretion	protein kinase A catalytic subunit binding, protein phosphatase 1 binding, calmodulin binding, voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization, voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization, phosphatidylinositol-4,5-bisphosphate binding, transmembrane transporter binding, scaffold protein binding, protein kinase A regulatory subunit binding, voltage-gated potassium channel activity, outward rectifier potassium channel activity, voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization, delayed rectifier potassium channel activity, protein binding	lysosome, late endosome, cytoplasmic vesicle membrane, ciliary base, neuronal cell body, voltage-gated potassium channel complex, neuron projection, monoatomic ion channel complex, endoplasmic reticulum, basolateral plasma membrane, basolateral part of cell, cell surface, plasma membrane, transport vesicle, membrane raft, early endosome, apical plasma membrane, cytoplasm
ENSG00000136826	KLF4	-1.321354310572576	1.1974700322081344e-17	-1.2031901388888642	6.248964594316317e-15	Gene expression (Transcription), Transcriptional regulation of white adipocyte differentiation, Metabolism of proteins, Transcriptional regulation of pluripotent stem cells, FOXO-mediated transcription, FOXO-mediated transcription of cell cycle genes, Developmental Biology, Peptide hormone metabolism, Generic Transcription Pathway, Synthesis, secretion, and deacylation of Ghrelin, RNA Polymerase II Transcription	cellular response to laminar fluid shear stress, mesodermal cell fate determination, cellular response to growth factor stimulus, negative regulation of transcription by RNA polymerase II, defense response to tumor cell, positive regulation of sprouting angiogenesis, stem cell population maintenance, negative regulation of G1/S transition of mitotic cell cycle, positive regulation of core promoter binding, negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, negative regulation of heterotypic cell-cell adhesion, regulation of blastocyst development, negative regulation of cell population proliferation, positive regulation of nitric oxide biosynthetic process, negative regulation of NF-kappaB transcription factor activity, positive regulation of hemoglobin biosynthetic process, negative regulation of leukocyte adhesion to arterial endothelial cell, somatic stem cell population maintenance, establishment of skin barrier, negative regulation of cell migration involved in sprouting angiogenesis, epidermal cell differentiation, gene expression, positive regulation of telomerase activity, positive regulation of transcription by RNA polymerase II, response to retinoic acid, regulation of cell differentiation, negative regulation of chemokine (C-X-C motif) ligand 2 production, glandular epithelial cell differentiation, post-embryonic camera-type eye development, fat cell differentiation, transcription by RNA polymerase II, negative regulation of gene expression, negative regulation of response to cytokine stimulus, regulation of axon regeneration, regulation of transcription by RNA polymerase II, epidermis morphogenesis, positive regulation of protein metabolic process, canonical Wnt signaling pathway, cellular response to leukemia inhibitory factor, negative regulation of interleukin-8 production, positive regulation of miRNA transcription, negative regulation of angiogenesis, negative regulation of DNA-templated transcription, negative regulation of inflammatory response, positive regulation of DNA-templated transcription, positive regulation of gene expression, post-embryonic hemopoiesis	RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity, DNA-binding transcription activator activity, RNA polymerase II-specific, chromatin DNA binding, RNA polymerase II-specific DNA-binding transcription factor binding, RNA polymerase II cis-regulatory region sequence-specific DNA binding, transcription cis-regulatory region binding, sequence-specific double-stranded DNA binding, DNA-binding transcription factor activity, zinc ion binding, promoter-specific chromatin binding, DNA-binding transcription factor activity, RNA polymerase II-specific, protein binding, beta-catenin binding	cytosol, nucleoplasm, euchromatin, transcription regulator complex, chromatin, microtubule cytoskeleton
ENSG00000167757	KLK11	-1.7101134787580632	4.0622605930159953e-14	-1.8939779583333047	4.040134194721226e-27			serine-type peptidase activity, serine-type endopeptidase activity	secretory granule, extracellular exosome, extracellular space, Golgi apparatus
ENSG00000171431	KRT20	-1.2217221383225807	0.0003440827380462	-2.413860333333312	1.591198238655517e-12	Developmental Biology, Keratinization, Formation of the cornified envelope	cellular response to starvation, intermediate filament organization, regulation of protein secretion, epithelial cell differentiation, apoptotic process	structural constituent of cytoskeleton, protein binding	cytosol, intermediate filament cytoskeleton, intermediate filament, cytoskeleton, cytoplasm
ENSG00000116678	LEPR	-1.2730582580161265	1.779810675190193e-14	-1.28342933333332	1.5899898801005705e-15	Signal Transduction, Signaling by Leptin	multicellular organism development, cell surface receptor signaling pathway, energy homeostasis, transport across blood-brain barrier, T cell differentiation, positive regulation of protein phosphorylation, gluconeogenesis, angiogenesis, leptin-mediated signaling pathway, sexual reproduction, regulation of transport, positive regulation of cold-induced thermogenesis, response to leptin, bone growth, regulation of bone remodeling, glial cell proliferation, cholesterol metabolic process, negative regulation of gluconeogenesis, negative regulation of autophagy, glycogen metabolic process, phagocytosis, regulation of feeding behavior, energy reserve metabolic process, negative regulation of hydrolase activity, glucose homeostasis, cytokine-mediated signaling pathway	cytokine receptor activity, transmembrane signaling receptor activity, leptin receptor activity, cytokine binding, protein binding	receptor complex, extracellular region, external side of plasma membrane, basolateral plasma membrane
ENSG00000182333	LIPF	-5.36887854648387	5.224446565541127e-25	-4.799864013888872	7.507898967203442e-29	Digestion and absorption, Digestion, Digestion of dietary lipid	lipid catabolic process, malate metabolic process, triglyceride metabolic process	triglyceride lipase activity, malate dehydrogenase activity, lipid binding	mitochondrion, cellular_component, extracellular region, intracellular membrane-bounded organelle
ENSG00000128606	LRRC17	-1.2753545746129094	2.8774826206477262e-11	-0.9320483749999732	1.686580547843557e-09		osteoblast proliferation, osteoblast differentiation, negative regulation of osteoclast differentiation, bone marrow development		extracellular matrix, extracellular space
ENSG00000012223	LTF	-2.3114962592741923	1.2805199421117581e-12	-2.985477277777761	1.503802697726824e-22	Latent infection - Other responses of Mtb to phagocytosis, Antimicrobial peptides, Innate Immune System, Metabolism of proteins, Metal sequestration by antimicrobial proteins, Infection with Mycobacterium tuberculosis, Infectious disease, Amyloid fiber formation, Immune System, Disease, Bacterial Infection Pathways, Mtb iron assimilation by chelation, Neutrophil degranulation	innate immune response in mucosa, bone morphogenesis, negative regulation of single-species biofilm formation in or on host organism, positive regulation of chondrocyte proliferation, positive regulation of NF-kappaB transcription factor activity, antibacterial humoral response, killing of cells of another organism, positive regulation of osteoblast proliferation, humoral immune response, regulation of cytokine production, negative regulation of tumor necrosis factor (ligand) superfamily member 11 production, antifungal humoral response, negative regulation of apoptotic process, proteolysis, negative regulation of viral process, negative regulation of cysteine-type endopeptidase activity, ossification, antimicrobial humoral immune response mediated by antimicrobial peptide, retina homeostasis, positive regulation of I-kappaB kinase/NF-kappaB signaling, positive regulation of bone mineralization involved in bone maturation, negative regulation of ATP-dependent activity, negative regulation of lipopolysaccharide-mediated signaling pathway, iron ion transport, defense response to Gram-negative bacterium, iron ion transmembrane transport, negative regulation by host of viral process, positive regulation of toll-like receptor 4 signaling pathway, positive regulation of osteoblast differentiation, positive regulation of protein serine/threonine kinase activity, negative regulation of viral genome replication, negative regulation of osteoclast development, regulation of tumor necrosis factor production	iron ion binding, membrane destabilizing activity, lipopolysaccharide binding, serine-type endopeptidase activity, protein serine/threonine kinase activator activity, DNA binding, heparin binding, cysteine-type endopeptidase inhibitor activity, protein binding	phagocytic vesicle lumen, secretory granule, extracellular exosome, nucleus, recycling endosome, specific granule, extracellular region, cell surface, protein-containing complex, plasma membrane, specific granule lumen, tertiary granule lumen, early endosome, extracellular space, cytoplasm
ENSG00000172005	MAL	-0.8966187632258036	3.088764047037629e-05	-1.2391915416666412	1.1605345668459638e-19		membrane raft polarization, protein localization to paranode region of axon, protein insertion into plasma membrane, central nervous system myelination, myelination, positive regulation of extrinsic apoptotic signaling pathway via death domain receptors, cell differentiation, apoptotic process, apical protein localization, central nervous system development	peptidase activator activity involved in apoptotic process, structural constituent of myelin sheath, protein binding, lipid binding	hinge region between urothelial plaques of apical plasma membrane, plasma membrane raft, endoplasmic reticulum, membrane raft, Schmidt-Lanterman incisure, apical plasma membrane
ENSG00000189221	MAOA	-0.7226098868548387	1.4437594564176596e-12	-0.7211975972221936	1.7363504364086772e-13	Norepinephrine Neurotransmitter Release Cycle, Enzymatic degradation of dopamine by COMT, Amine Oxidase reactions, Biological oxidations, Serotonin clearance from the synaptic cleft, Immune System, Neuronal System, Signaling by Interleukins, Defective MAOA causes BRUNS, Neurotransmitter clearance, Metabolic disorders of biological oxidation enzymes, Interleukin-4 and Interleukin-13 signaling, Dopamine clearance from the synaptic cleft, Diseases of metabolism, Transmission across Chemical Synapses, Disease, Neurotransmitter release cycle, Enzymatic degradation of Dopamine by monoamine oxidase, Metabolism, Phase I - Functionalization of compounds, Metabolism of serotonin, Cytokine Signaling in Immune system, Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	biogenic amine metabolic process, neurotransmitter catabolic process, dopamine catabolic process, positive regulation of signal transduction	monoamine oxidase activity, aliphatic amine oxidase activity, phenethylamine:oxygen oxidoreductase (deaminating) activity, primary amine oxidase activity, flavin adenine dinucleotide binding, protein binding	mitochondrial outer membrane, mitochondrion, cytosol
ENSG00000100139	MICALL1	-0.9566075279999956	1.333076724332867e-25	-0.8747798819444217	1.0646791894668671e-27		plasma membrane tubulation, protein targeting to membrane, endocytosis, receptor-mediated endocytosis, slow endocytic recycling, endocytic recycling, neuron projection development, protein localization to endosome	small GTPase binding, identical protein binding, metal ion binding, cadherin binding, protein binding, phosphatidic acid binding	late endosome membrane, cytoplasmic side of endosome membrane, late endosome, recycling endosome membrane, trans-Golgi network, early endosome
ENSG00000115648	MLPH	-0.8465186040806447	7.855218930735854e-07	-1.3729060694444168	1.6250827684246034e-19		melanosome transport, intracellular protein transport	small GTPase binding, protein-macromolecule adaptor activity, myosin binding, actin binding, metal ion binding, protein binding	dendrite, cortical actin cytoskeleton, extracellular exosome, perinuclear region of cytoplasm
ENSG00000263639	MSMB	-0.7743588191370963	0.0053614982490007	-1.812522270833316	3.614954837334737e-09			molecular_function, protein binding	extracellular space, nucleus
ENSG00000169715	MT1E	-2.105821261870972	4.391918160686284e-29	-1.6134794305555271	3.2355976746180193e-26	Metallothioneins bind metals, Response to metal ions, Cellular responses to stimuli	detoxification of copper ion, cellular response to cadmium ion, negative regulation of growth, cellular response to zinc ion, cellular response to copper ion, intracellular zinc ion homeostasis	metal ion binding, protein binding, zinc ion binding	cytoplasm, nucleus
ENSG00000198417	MT1F	-2.511449379274195	3.580513461557011e-27	-2.022926055555523	1.7305003878304283e-30	Metallothioneins bind metals, Response to metal ions, Cellular responses to stimuli	detoxification of copper ion, cellular response to cadmium ion, negative regulation of growth, cellular response to zinc ion, cellular response to copper ion, intracellular zinc ion homeostasis	metal ion binding, protein binding, zinc ion binding	cytoplasm, nucleus
ENSG00000125144	MT1G	-2.7055632592903223	1.4927063262890044e-29	-2.0361390972221898	4.040134194721226e-27	Metallothioneins bind metals, Response to metal ions, Cellular responses to stimuli	detoxification of copper ion, monocyte differentiation, negative regulation of growth, cellular response to cadmium ion, cellular response to zinc ion, cellular response to vascular endothelial growth factor stimulus, monocyte activation, cellular response to copper ion, intracellular zinc ion homeostasis	metal ion binding, protein binding, zinc ion binding	cytoplasm, nucleus
ENSG00000205358	MT1H	-2.029273018556454	6.724248455727456e-29	-1.4838555763888532	7.317279990757282e-25	Metallothioneins bind metals, Response to metal ions, Cellular responses to stimuli	detoxification of copper ion, cellular response to cadmium ion, negative regulation of growth, cellular response to zinc ion, cellular response to copper ion, intracellular zinc ion homeostasis	metal ion binding, protein binding, zinc ion binding	cytoplasm, nucleus
ENSG00000205364	MT1M	-3.7156801534032224	2.046899359862088e-33	-2.758381749999983	3.479310619078892e-28	Metallothioneins bind metals, Response to metal ions, Cellular responses to stimuli	detoxification of copper ion, cellular response to cadmium ion, negative regulation of growth, cellular response to zinc ion, cellular response to copper ion, intracellular zinc ion homeostasis	metal ion binding, protein binding, zinc ion binding	cytoplasm, nucleus
ENSG00000187193	MT1X	-2.3298847462096752	2.02992436426e-30	-1.6294819999999677	1.5906614439293658e-22	Metallothioneins bind metals, Response to metal ions, Cellular responses to stimuli	cellular response to erythropoietin, detoxification of copper ion, cellular response to cadmium ion, negative regulation of growth, cellular response to zinc ion, response to metal ion, cellular response to copper ion, intracellular zinc ion homeostasis	metal ion binding, protein binding, zinc ion binding	cytoplasm, nucleus
